run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E01_access_policy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'access_control', got 'all'"
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E02_privacy_policy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'data_privacy', got 'all'"
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E03_incident_priority_policy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'incident_response', got 'ticketing'"
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E04_ticket_policy,False,wrong_tool,,policy,policy,True,True,True,
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E05_confirmed_ticket,False,wrong_boundary,,create_ticket,create_ticket,True,True,True,
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E06_service_plus_policy,False,wrong_tool,,check_service_status|policy,check_service_status|policy,True,True,True,
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E07_kb_plus_status,False,wrong_tool,,check_service_status|search_kb,check_service_status|search_kb,True,True,True,
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E08_confirm_after_revision,True,wrong_boundary,wrong_arg_value,create_ticket,create_ticket,False,True,False,"asset_id: expected 'LT-240', got None"
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E09_external_device_search,False,wrong_tool,,search_device_info,search_device_info,True,True,True,
qa-security-guardrail-v2_B_extension_openai_20260914T184526236026,qa-security-guardrail-v2,qa-security-guardrail-v2+p233ec2cecfdf+teb3e2243f237,extension,E10_internal_plus_external,False,wrong_tool,,inspect_device|search_device_info,inspect_device|search_device_info,True,True,True,
